pk_localizacao,pk_data,pk_juridica,pk_empresa_info,cd_cnpj,fl_matriz,nm_razao_social,faixa_de_veiculos,vl_latitude,vl_longitude,qt_filial,vl_total_veiculos,vl_total_veiculos_antt,vl_total_veiculos_leves,vl_total_veiculos_pesados
5532,5195,7,57,09251215000150,1,CDI CENTRO DE DIAGNOSTICO DE IMAGEM DE VARGINHA LTDA,,"-21,565591","-45,447081",0,0,0,0,0
5533,3487,3,148,04085863000160,1,VERA APARECIDA QUERINO ME,,"-24,260522","-49,7251894",0,0,0,0,0
5534,3043,7,57,08532199000100,1,CENTRO MEDICO ALTO RIO DOCE LTDA ME,,"-21,7672095","-43,348549",0,0,0,0,0
5536,5535,7,2038,10664524000130,1,M B PINTURAS E EMPREITEIRA LTDA ME,0 a 5,"-23,5372029","-46,908837",0,2,0,0,2
5538,5537,7,130,10394222000190,1,STILLUS MODA DE GOIANA LTDA ME,,"-21,5365364","-43,196075",0,0,0,0,0
5540,5539,3,32,12241313000110,1,RODRIGO DUARTE DE MATOS MEI,,"-22,8272883","-43,0637646",0,0,0,0,0
5541,1814,3,148,03102355000180,1,FABIO BRIDI VISTORIAS ME,,"-29,2277187","-51,1572684",0,0,0,0,0
5542,4256,3,148,09157442000110,1,PIETRO BUSSU ME,,"-5,1454685","-42,7752649",0,0,0,0,0
5544,5543,7,57,34284679000290,0,ROCAMAR MAGAZINE LTDA ME,,"-12,9221133","-38,4415553",0,0,0,0,0
5545,2306,3,32,13216251000150,1,MARIA MARGARIDA RIBEIRO BENTO MEI,,"-19,8497779","-43,1779336",0,0,0,0,0
5547,5546,7,57,14268215000100,1,ALGAR SERVICOS MEDICOS LTDA ME,,"-12,9796782","-38,4513853",0,0,0,0,0
5548,2779,3,40,10268252000150,1,JOSE EDVALDO SARAIVA PEREIRA ME,,"-9,4384672","-40,5052236",0,0,0,0,0
5549,2523,7,43,08109273000180,1,UAU LOCADORA LTDA ME,16 a 30,"-12,2356809","-38,9538972",0,25,0,25,0
5550,1175,3,50,67824862000100,1,CARLOS ROBERTO CARNEIRO DOS SANTOS BAR ME,,"-21,7698647","-52,1228659",0,0,0,0,0
5551,1774,3,4,15426742000150,1,FABIANA DE SOUZA HEREDIA MEI,,"-22,880171","-43,3062742",0,0,0,0,0
5553,5552,3,53,10394172000140,1,SONIA ZAPF DEZORDI ME,,"-25,3933933","-49,3357678",0,0,0,0,0
5554,2586,3,40,12783085000100,1,JONAS RODRIGUES ARQUILINO ME,,"-11,5195153","-37,5132341",0,0,0,0,0
5556,5555,3,32,13241685000100,1,ALCIDES TOLOZA LIZCANO MEI,,"-23,5524035","-46,1999557",0,0,0,0,0
5558,5557,3,113,23528946000120,1,JOSE PAES LANDIM DE BRITO ME,,"-9,2797502","-43,3293866",0,0,0,0,0
5560,5559,3,47,96446877000180,1,ELY DINIZ NOGUEIRA PRESIDENTE PRUDENTE ME,,"-22,1076266","-51,4283859",0,0,0,0,0
5561,2808,3,4,15281898000190,1,DEIJANIRA FRANCISCA GUIMARAES MEI,,"-23,7452955","-46,7012118",0,0,0,0,0
5562,347,3,4,15293010000130,1,BRUNO DIAS OTONI MEI,,"-23,6177736","-45,4158182",0,0,0,0,0
5563,3745,3,32,14296111000100,1,SONIA REGINA LEOPOLDINO MEI,,"-23,6925951","-46,5449584",0,0,0,0,0
5564,1165,3,32,14374387000150,1,NILTON SANCHES PINHEIRO FILHO MEI,,"-1,7535899","-52,2367884",0,0,0,0,0
5565,3745,3,157,14294838000140,1,JARBAS RODRIGUES DE SOUZA MEI,,"-21,0277616","-47,7772049",0,0,0,0,0
5566,2434,3,232,15611435000140,1,VERA LUCIA MUNIZ DE SOUSA BUENO MEI,,"-8,0361128","-50,0328197",0,0,0,0,0
5567,4351,15,12,14685021000100,1,IVANILDO DA SILVA VIANNA MEI,,"-29,1856104","-51,205851",0,0,0,0,0
5568,853,3,32,14229072000110,1,ALOISIO JOSE COSTA MEI,,"-18,8549317","-41,9559233",0,0,0,0,0
5569,853,3,32,14230896000100,1,VANDER BATISTA MEI,,"-28,9225492","-49,6818643",0,0,0,0,0
5570,3226,267,8,15795841000100,1,PARTIDO COMUNISTA DO BRASIL DIRETORIO MUNICIPAL,,"-8,0009144","-35,7020186",0,0,0,0,0
5572,5571,641,12,91409698000230,0,SULTEXTIL SA INDUSTRIA DE TECIDOS,,"-29,1575603","-51,1727439",0,0,0,0,0
5574,5573,15,12,11493183000140,1,SIMONE SCHRAM SCHULZ ME,,"-20,025785","-40,7443164",0,0,0,0,0
5576,5575,11,12,92773894000170,1,GERTA SCHUMANN & CIA LTDA,,"-29,378234","-51,1115062",0,0,0,0,0
5578,5577,11,12,93664829000170,1,TEKTRON INDUSTRIA ELETRONICA LTDA MASSA FALIDA,,"-30,0246545","-51,202838",0,0,0,0,0
5580,5579,15,12,93265635000100,1,SELERIO NEUBERGER ME,,"-29,4715638","-51,8094964",0,0,0,0,0
5582,5581,11,12,78420809000160,1,PRODUTERRA AGROPECUARIA LTDA ME,,"-25,0245543","-50,5852681",0,0,0,0,0
5584,5583,15,12,76833102000150,1,NILTON LUCHT ME,,"-27,3007309","-49,7921859",0,0,0,0,0
5586,5585,11,12,35510080000100,1,EMATTEL EMP DE ASSIS TEC TELEFONICA E ELETRICA LTDA,,"-8,058329","-34,9110923",0,0,0,0,0
5588,5587,11,12,79630992000190,1,MEISTERWERK INDUSTRIA DE ELETRODOMESTICOS LTDA,,"-23,4500029","-52,0009848",0,0,0,0,0
5589,5471,11,12,10863237000150,1,LANCHONETE ALDEOTA LTDA ME,,"-16,3308142","-48,9349091",0,0,0,0,0
5591,5590,3,157,14429529000130,1,JOSE DE RIBAMAR SOARES MEI,,"-23,5414254","-46,4854919",0,0,0,0,0
5592,3455,7,68,89158042000240,0,TRP CONSULTORIA ADMINISTRACAO E PARTICIPACOES LTDA ME,,"-30,0375712","-51,2294054",0,0,0,0,0
5593,246,3,8,13395693000100,1,PAULO HENRIQUE SIQUEIRA ME,,"-19,9701334","-44,1777456",0,0,0,0,0
5595,5594,56,57,16982409000190,1,CONSELHO DELIBERATIVO ESCOLAR DO CENTRO DE EDUCACAO INFANTIL BALAO MAGICO,,"-15,9411375","-58,2348638",0,0,0,0,0
5597,5596,11,1144,04329158000160,1,HARAS EXCLUSIVA LTDA ME SC,,"-25,5590178","-49,169682",0,0,0,0,0
5598,3200,7,43,13312165000140,1,MUSSARELLI & MANTOAN LANGUAGE ESCOLA DE IDIOMAS LTDA ME,,"-22,1838749","-47,389403",0,0,0,0,0
5599,5590,3,32,14427862000100,1,JOSE RIBAMAR MARTINS MEI,,"-2,5391099","-44,2829046",0,0,0,0,0
5601,5600,11,12,05553850000130,1,INSTITUTO DE BELEZA ARTE & CRIACAO LTDA ME,,"-23,6005091","-46,6725252",0,0,0,0,0
5603,5602,3,32,13853836000180,1,JOAO LIMA DOS SANTOS MEI,,"-23,6584106","-46,7526853",0,0,0,0,0
5605,5604,3,130,13831273000120,1,EDUARDO BARCAUI CONSTRUCOES EPP,,"-22,8948653","-47,0539139",0,0,0,0,0
5606,1990,3,672,15386382000100,1,NELSON RABELO DE ANDRADE MEI,0 a 5,"-20,1915033","-44,7657382",0,1,0,1,0
5608,5607,3,110,00911525000260,0,PATRICIA HELENA DE MACEDO BRUNO ME,,"-3,7338948","-38,4968136",0,0,0,0,0
5610,5609,7,57,26881151000190,1,ER PARTICIPACOES E EMPREENDIMENTOS LTDA ME,,"-16,820257","-49,2473044",0,0,0,0,0
5611,1969,137,12,15885120000190,1,ELEICAO 2012 LUIZ MARINO COSTA VEREADOR,,"-22,9625973","-45,5494046",0,0,0,0,0
5612,2170,7,57,02920183000350,0,KW DO BRASIL LTDA,16 a 30,"-1,5189079","-48,617001",0,20,0,10,10
5614,5613,3,672,15369344000140,1,YURI COROA SANTOS MEI,,"-12,9481722","-38,4526021",0,0,0,0,0
5615,5613,3,672,15371190000120,1,JOSE ALVES JUNIOR MEI,,"-10,8478136","-37,1429737",0,0,0,0,0
5617,5616,7,40,14051170000100,1,GERA FRIO COMERCIO E SERVICOS LTDA ME,,"-1,4310843","-48,4517027",0,0,0,0,0
5618,2829,7,8,09329361000150,1,E C MAIA CONSULTORIA EMPRESARIAL LTDA ME,,"-23,6922144","-46,5710528",0,0,0,0,0
5619,3756,7,883,08937617000140,1,REPRODAL REPRESENTACOES DE PRODUTOS ALIMENTICIOS LTDA ME,,"-8,2125098","-34,9233171",0,0,0,0,0
5621,5620,3,148,08113237000190,1,ERISTON ALVES DE ARAUJO ME,,"-20,0660395","-44,3004896",0,0,0,0,0
5623,5622,3,124,13714227000140,1,ODERLI A CARVALHO ME,,"-27,8689825","-54,4768532",0,0,0,0,0
5625,5624,11,12,09512424000100,1,PAPELARIA RICELLI DE MURIAE LTDA ME,,"-21,1291403","-42,3702252",0,0,0,0,0
5626,1145,56,57,09661130000140,1,ASSOCIACAO DE AMPARO E VALORIZACAO DA VIDA AVYVA,,"-20,4697399","-45,9635451",0,0,0,0,0
5627,1819,7,338,08714904000190,1,JR SARTI REPRESENTACAO COMERCIAL LTDA ME,,"-23,6104915","-46,7791596",0,0,0,0,0
5629,5628,7,104,07716092000150,1,PRESTADORA DE SERVICO ODONTOLOGICO MINAS ORTO LTDA ME,,"-22,0558905","-45,2582004",0,0,0,0,0
5631,5630,101,8,08557318000180,1,ROSA LUCIANETTI TABONI,,"-22,7466667","-50,3880476",0,0,0,0,0
5632,751,3,672,08846739000120,1,SUELY ALVES DOS SANTOS ME,,"-25,9857246","-52,5728013",0,0,0,0,0
5634,5633,7,104,08531719000160,1,CENTRO EDUCACIONAL INTELIGENCIAS MULTIPLAS LTDA ME,,"-21,7324161","-43,3992699",0,0,0,0,0
5635,4316,3,32,13842491000160,1,NATANAEL CARVALHO PINTO MEI,,"-3,1190275","-60,0217314",0,0,0,0,0
5636,2447,15,279,13761610000150,1,LEONARDO DE FREITAS PANASJUK MEI,,"-23,6797107","-46,5271002",0,0,0,0,0
5637,3111,15,12,10217105000150,1,MARIA NILDA SANTOS DE ALMEIDA ME,,"-14,7503305","-40,0873107",0,0,0,0,0
5638,623,137,12,15955574000190,1,ELEICAO 2012 JOSE MARIA PEREIRA DA SILVA VEREADOR,,"-16,992307","-42,3509192",0,0,0,0,0
5639,3352,3,43,02983512000140,1,ALEXANDRO ROCHA DA SILVA ME,,"-14,8641122","-40,5590647",0,0,0,0,0
5641,5640,7,43,02859553000120,1,FORT LAJE ARTEFATOS DE CIMENTO LTDA ME,6 a 10,"-22,2918515","-46,6106145",0,7,0,2,5
5643,5642,7,57,01098983001690,0,PAQUETA CALCADOS LTDA,,"-8,16381","-34,924441",0,0,0,0,0
5645,5644,1125,57,01701201001150,0,KIRTON BANK SA BANCO MULTIPLO,,"-23,2955325","-50,0785557",0,0,0,0,0
5646,3185,3,32,14185636000160,1,JONATHAN FIDELES DO CARMO MEI,,"-19,8629065","-43,9198255",0,0,0,0,0
5648,5647,7,104,07770331000150,1,ALVO PAINEIS MIDIA EXTERIOR E PROPAGANDA LTDA ME,,"-17,2230834","-46,8719813",0,0,0,0,0
5650,5649,7,2038,04696419000180,1,SACOLAO G & SAVIO II LTDA ME,0 a 5,"-23,69732","-46,7794936",0,2,0,2,0
5652,5651,15,12,15012432000190,1,W M DE OLIVEIRA,,"-3,7253845","-38,5142635",0,0,0,0,0
5654,5653,56,8,04397978000190,1,ASSOCIACAO DOS MORADORES DA VILA RESIDENCIAL DE ESTREITO,,"-20,254758","-47,4868275",0,0,0,0,0
5656,5655,1125,47,61198164025740,0,PORTO SEGURO COMPANHIA DE SEGUROS GERAIS,,"-23,5426996","-46,563649",0,0,0,0,0
5657,4237,3,124,15154793000170,1,M R PRADO COMUNICACAO VISUAL ME,0 a 5,"-20,7349631","-49,5840964",0,1,0,1,0
5658,4648,7,8,01133587000250,0,COMERCIAL PELOTAS DE METAIS E PRODUTOS QUIMICOS LTDA ME,,"-31,3696028","-51,9707595",0,0,0,0,0
5660,5659,7,50,04623463000160,1,PRALIMPEL COMERCIO E DISTRIBUICAO DE PRODUTOS DE LIMPEZA LTDA ME,,"-15,7912385","-47,8548159",0,0,0,0,0
5661,4903,94,47,03470429000130,1,ENAP PROJETO E CONSTRUCAO LTDA ME,0 a 5,"-23,1940651","-45,8877697",0,1,0,1,0
5663,5662,3,32,16099631000140,1,YLANNA PORTO SANTOS ARAUJO MEI,,"-15,7461352","-47,9245279",0,0,0,0,0
5665,5664,7,1080,11320227000130,1,LASSIC COMERCIO DE CONFECCOES LTDA ME,,"-24,5304286","-54,0523578",0,0,0,0,0
5666,3857,3,157,15544009000130,1,JOB DE PAULA CASTRO MEI,,"-23,5532151","-46,4331285",0,0,0,0,0
5667,670,3,4,14738299000190,1,SIMONE SIQUEIRA FRANCA MEI,,"-23,3991503","-51,8974246",0,0,0,0,0
5669,5668,101,8,10624069000140,1,WALDOMIRO SAVIOLI,,"-24,319196","-47,6350613",0,0,0,0,0
5670,4533,11,12,11906151000120,1,EMPREENDIMENTOS IMOBILIARIOS B L LTDA ME,0 a 5,"-23,5991226","-51,6386494",0,1,0,1,0
5671,1417,94,113,16383967000130,1,SATO SERVICOS ADMINISTRATIVOS LTDA ME,,"-22,1074078","-51,3963988",0,0,0,0,0
5672,2935,3,32,13857096000150,1,JULIO CESAR DA CUNHA MEI,,"-23,6645829","-46,6719089",0,0,0,0,0
5674,5673,3,53,03571868000130,1,MARCUS VINICIUS BERBEL REPRESENTACOES ME,0 a 5,"-23,5928299","-46,5535964",0,1,0,1,0
5676,5675,3,232,08681330000100,1,FRANCISCA ZILMAR DANTAS ME,0 a 5,"-5,8274083","-35,2195348",0,1,0,1,0
5677,2041,15,1132,14855853000110,1,BRUNA FERREIRA DA SILVA MEI,,"-8,7611605","-63,9004303",0,0,0,0,0
5679,5678,7,40,12640527000160,1,A L EMBALAGENS LTDA ME,0 a 5,"-27,8251949","-50,367036",0,2,0,0,2
5680,2792,15,603,12542986000100,1,EDER TENORIO DA SILVA ME,,"-8,2750182","-35,965138",0,0,0,0,0
5682,5681,3,57,66986480000110,1,ZILDA YAMANOUCHI ME,,"-24,4936351","-47,8460253",0,0,0,0,0
5683,4884,3,53,08831043000120,1,MARISA LAVANDOWSKI CAMPOS EPP,,"-23,0072522","-46,8344146",0,0,0,0,0
5685,5684,7,130,09049121000100,1,ROLIM & LEMES EMPREENDIMENTOS IMOBILIARIOS LTDA ME,,"-23,5382417","-46,5276542",0,0,0,0,0
5686,2932,56,47,04450133000110,1,ASSOCIACAO ABASTECEDORA DE AGUA DE LINHA RINCAO DE SOUZA,,"-29,6148016","-52,1936768",0,0,0,0,0
5687,2848,3,672,11533749000110,1,ALEXSANDRO MESQUITA PEREIRA MEI,,"-18,7074851","-40,3955859",0,0,0,0,0
5689,5688,7,40,05441756000190,1,VALDINHO CONSTRUTORA E DISTRIBUIDORA DE MATERIAL PARA CONSTRUCAO LTDA ME,,"-10,7412485","-40,1308253",0,0,0,0,0
5691,5690,3,43,05134235000190,1,A M S OLIVEIRA ALVES,,"-12,9706208","-38,5086441",0,0,0,0,0
5692,1120,284,53,07673335000110,1,CONDOMINIO COSTA DO SOL VI,,"-23,0179441","-43,4705841",0,0,0,0,0
5693,3458,3,32,16502710000150,1,MARCEL MACHADO LEITE MEI,,"-12,9878828","-38,4948744",0,0,0,0,0
5694,5390,3,50,26571661000160,1,MARIA JOSE ALVES DA SILVA ME,,"-11,2748641","-52,5318604",0,0,0,0,0
5695,4686,7,40,22277610000170,1,CICLE MOTO COMERCIO E SERVICOS LTDA ME,,"-19,7948995","-42,1383356",0,0,0,0,0
5696,1290,284,617,16110462000100,1,CONDOMINIO VILLA DAS PALMEIRAS,,"-12,846665","-38,4633666",0,0,0,0,0
5698,5697,3,113,10315087000140,1,RENATA AKEMI TSUCAMOTO ME,,"-23,6587657","-46,6617266",0,0,0,0,0
5700,5699,56,53,73525040000120,1,IGREJA EVANGELICA ASSEMBLEIA DE DEUS MINISTERIO DE MADUREIRA,,"-24,0450726","-52,4094529",1,0,0,0,0
5702,5701,11,1144,27530914000110,1,MERCADO POPULAR DE PADUA LTDA ME,,"-21,5415319","-42,1835592",0,0,0,0,0
5703,3096,7,104,82206277000130,1,CASSIANO MINERACAO LTDA ME,,"-24,4147197","-53,5275674",0,0,0,0,0
5705,5704,3,883,07611472000120,1,P S DE SOUSA NETO ME,,"-3,7927247","-39,2705703",0,0,0,0,0
5706,4207,7,8,04389873000270,0,VALE DA SORTE ADMINISTRACAO E PARTICIPACAO LTDA,,"-9,4111127","-40,5009842",0,0,0,0,0
5707,2573,101,47,08780326000190,1,VALDERES JORGE FRADE DE QUEIROZ,0 a 5,"-22,6459365","-47,1967402",0,1,0,1,0
5709,5708,7,110,41984592000100,1,CARRETEIRO DIESEL AUTO PECAS LTDA ME,,"-12,2603727","-38,9651516",0,0,0,0,0
5711,5710,3,672,13683650000120,1,EZI APARECIDA DE OLIVEIRA LIMA MEI,,"-20,9543398","-43,7913965",0,0,0,0,0
5712,30,3,672,15048533000110,1,ELMA DINIZ DO NASCIMENTO MEI,,"2,7944319","-60,6847564",0,0,0,0,0
5713,3673,7,43,12446029000180,1,YARMUK CALCADOS LTDA ME,,"-23,6600412","-52,6006853",0,0,0,0,0
5714,2635,3,32,12882951000110,1,WABER DOS SANTOS ROSA MEI,,"-22,2869937","-42,5280014",0,0,0,0,0
5716,5715,7,2244,05745981000110,1,DRAFTZ PROPAGANDA E MARKETING LTDA ME,,"-21,219209","-50,4396512",0,0,0,0,0
5718,5717,3,883,02866341000170,1,TOMAS ALFREDO DAPPER ME,,"-15,4524821","-47,6093177",0,0,0,0,0
5719,311,94,104,01663019000180,1,KVL SERVICOS MEDICOS E PSICOLOGICOS LTDA ME,0 a 5,"-22,2312682","-45,9337758",0,1,0,1,0
5720,2942,11,12,12841819000160,1,MPM SERVICOS DIGITAIS LTDA,,"-27,4370675","-48,3928348",0,0,0,0,0
5722,5721,7,57,87854998000170,1,SCHIRMER COM E REP PROD E IMPLEMENTOS AGRICOLAS LTDA ME,,"-28,3926921","-53,9095683",1,0,0,0,0
5723,260,3,672,15644541000120,1,ISABELA ALVES DIAS MEI,,"-8,0722158","-34,9273978",0,0,0,0,0
5725,5724,3,4,15563231000180,1,ANTONIO DOS SANTOS PEREIRA NETO MEI,,"-24,0277156","-52,0130979",0,0,0,0,0
5727,5726,3,32,13045524000140,1,EDIVALDO GOMES DE ALMEIDA MEI,,"-1,3395466","-48,4088449",0,0,0,0,0
5729,5728,15,12,01717250000100,1,P N RODRIGUES DE OLIVEIRA ME,,"-3,9489642","-40,4763889",0,0,0,0,0
5731,5730,15,12,05576038000120,1,FRANCISCO DE SOUSA BORGES,,"-5,4571487","-42,3641974",0,0,0,0,0
5732,5616,3,32,97551596000150,1,ONOFRE DO NASCIMENTO DA SILVA MEI,,"-15,801519","-47,860297",0,0,0,0,0
5733,620,3,32,97535369000130,1,ALMERISON DE OLIVEIRA VIANA MEI,,"-3,5803508","-59,1314836",0,0,0,0,0
5735,5734,15,12,02130675000180,1,ALEXANDRE BALBINO SALVADOR,,"-23,2273204","-46,8452458",0,0,0,0,0
5736,4897,11,12,02644857000170,1,CONTROLTECH INSTRUMENTOS INDUSTRIAIS LTDA,,"-22,7387884","-47,3319134",0,0,0,0,0
5738,5737,56,47,03851523000130,1,GRUPO TUMM TODOS UNIDOS MUDAREMOS O MUNDO,,"-21,4796567","-47,0072624",0,0,0,0,0
5739,5191,3,40,04276993000180,1,MARCIA PAES COELHO DANTAS DE GOES ME,0 a 5,"-12,8414792","-38,4666822",1,1,0,1,0
5741,5740,284,148,05273739000190,1,CONDOMINIO EDIFICIO SIENA,,"-23,983572","-46,2380319",0,0,0,0,0
5743,5742,15,12,03850991000190,1,CAROLINE FAGUNDES DE TOLEDO ME,,"-23,3793926","-45,4437621",0,0,0,0,0
5744,5430,284,827,01943603000190,1,CONDOMINIO EDIFICIO OMEGA,,"-26,9044548","-48,65709",0,0,0,0,0
5746,5745,7,50,04107630000110,1,CASA CAJUEIRO LTDA ME,,"-8,0446041","-34,8929564",0,0,0,0,0
5748,5747,7,47,02982559000190,1,BATINGA PRESTADORA DE SERVICOS LTDA,0 a 5,"-20,4864656","-54,6439322",0,1,0,1,0
5750,5749,56,104,03160172000110,1,ASSOCIACAO COMUNITARIA DOS PEQUENOS PRODUTORES RURAIS DE BARRINHA,,"-6,3204907","-38,5165234",0,0,0,0,0
5751,4467,886,68,71584833001590,0,PROCURADORIA GERAL DO ESTADO,,"-21,1768387","-47,8061723",0,0,0,0,0
5752,3070,3,130,11252352000150,1,MARIA CELIA DE LIMA ARTIGOS DO VESTUARIO E ACESSORIOS ME,,"-21,129465","-47,7706067",0,0,0,0,0
5753,2134,3,672,15473919000170,1,JAIME BARROS DA SILVA MEI,,"-7,2285547","-35,9036626",0,0,0,0,0
5755,5754,154,1080,06069146000170,1,ALVORADA TRANSPORTE E COMERCIO EIRELI ME,0 a 5,"-22,7636353","-47,151882",0,1,2,0,1
5757,5756,7,110,05980009000200,0,G 3 NEGOCIOS SERVICOS PARA ESCRITORIOS LTDA ME,,"-18,8826206","-48,2123844",0,0,0,0,0
5759,5758,7,50,02696832000110,1,TECNOPLASTICO TECNOLOGIA EM PLASTICOS LTDA ME,,"-19,839204","-43,9498842",0,0,0,0,0
5761,5760,154,130,09237558000160,1,R 1 MOTOS EIRELI EPP,,"-18,4145367","-49,2175996",0,0,0,0,0
5763,5762,7,110,16098535000500,0,POLIMEDICA ASSISTENCIA MEDICA LTDA ME,,"-12,8954946","-38,3238426",0,0,0,0,0
5765,5764,3,104,05913663000110,1,DEBORA S DE LIMA SALDANHA EPP,0 a 5,"-5,8290891","-35,2220586",0,4,0,3,1
5767,5766,7,104,00636817000150,1,CARVALHO CULTURA E COMERCIO LTDA ME,,"-19,9208228","-43,9838744",0,0,0,0,0
5768,2320,3,57,07384313000300,0,STEFHANIE DOS SANTOS SOUZA ME,,"-2,8812232","-41,6592008",0,0,0,0,0
5770,5769,94,53,04042067000140,1,FLEXXCARD ADMINISTRACAO DE CARTOES LTDA ME,,"-23,6345426","-46,7258479",0,0,0,0,0
5771,2058,7,43,15102410000110,1,AMETISTA COMERCIO VAREJISTA DE BIJUTERIAS EPP LTDA,,"-23,7124469","-46,550266",0,0,0,0,0
5773,5772,3,32,14163060000130,1,ADRIANA MENDES MEI,,"-19,9132224","-43,8796581",0,0,0,0,0
5774,4851,7,53,00107413000170,1,PASSMATIC COMERCIO DE PORTAS E SISTEMAS ELETRONICOS DE SEGURANCA LTDA ME,,"-26,2669687","-48,8725752",0,0,0,0,0
5776,5775,3,672,15099165000130,1,ROSANA DE JESUS SANTANA SANTOS MEI,,"-13,370017","-39,0720559",0,0,0,0,0
5777,761,1125,2244,03311116002000,0,TCI BPO TECNOLOGIA CONHECIMENTO E INFORMACAO SA EM RECUPERACAO JUDICIAL,,"-9,6104562","-35,7516113",0,0,0,0,0
5779,5778,3,130,14163564000150,1,SZ VALADAO RESTAURANTE ME,,"-18,7437586","-39,761727",0,0,0,0,0
5781,5780,3,50,26174300000180,1,LEDA CAIRES BASTOS ME,,"-21,3578002","-45,5172224",0,0,0,0,0
5782,944,7,113,09130198000100,1,BELGIQUIMICA PRODUTOS QUIMICOS EPP LTDA,,"-21,1348286","-47,7815746",0,0,0,0,0
5783,3137,7,113,09552735000100,1,E S KISIELEWICZ E CIA LTDA ME,,"-25,0994246","-50,1583223",0,0,0,0,0
5785,5784,3,672,12530758000110,1,BETANIA MARIA LOPES MEI,,"-8,7025368","-35,5242745",0,0,0,0,0
5787,5786,3,8,25001108000120,1,GASPARINO DE LACERDA ME,,"-13,7709507","-50,2822638",0,0,0,0,0
5789,5788,7,104,02478965000110,1,JER IMPORTACAO EXPORTACAO E COMERCIO LTDA ME,,"-3,7688762","-38,5571468",0,0,0,0,0
5791,5790,7,130,07748966000150,1,EC COMM COMUNICACAO LTDA ME,,"-23,5667584","-46,6907122",0,0,0,0,0
5793,5792,91,130,04366149000140,1,KA VIC PRODUCOES E PROMOCOES EIRELI ME,,"-22,9057703","-43,1794197",0,0,0,0,0
5794,2593,3,157,12062488000160,1,SANDRA REGINA MORELLI MEI,,"-23,2286755","-45,8857175",0,0,0,0,0
5796,5795,15,12,07074641000130,1,DANIEL ANTONIO GOMES MOREIRA ME,,"-15,7664405","-49,6315333",0,0,0,0,0
5797,2825,101,8,08083694000180,1,NILTON CEZAR BURANELLO,,"-21,4152377","-50,0773225",2,0,0,0,0
5799,5798,101,8,08632777000180,1,APARECIDO DE CARVALHO,,"-20,9475914","-50,1104467",0,0,0,0,0
5801,5800,3,617,19067297000130,1,EDUARDO PEREIRA DA COSTA ME,,"-19,2975518","-44,4192866",0,0,0,0,0
5803,5802,7,57,03655748000110,1,INNPROJECT SERVICOS ESPECIALIZADOS EPP LTDA,,"-25,4210773","-49,2724823",1,0,0,0,0
5805,5804,7,57,01020470000180,1,SUPERMERCADO IRMAOS MALDANER LTDA,0 a 5,"-12,5530252","-55,7162962",0,2,0,2,0
5807,5806,7,40,16164790000180,1,DOM EDUARDO MATERIAIS DE CONSTRUCAO LTDA ME,0 a 5,"-14,7916669","-39,0461438",0,1,0,1,0
5809,5808,11,279,44142602000230,0,GRANBRASIL LOGISTICS LTDA,0 a 5,"-22,4000047","-47,5752473",0,1,0,1,0
5811,5810,3,57,03814624000130,1,JULIANA DA SILVA JORGE BRASIL ME,,"-21,9790173","-44,9289484",0,0,0,0,0
5813,5812,3,8,05677545000150,1,SANDRO MARENDA RODRIGUES RIBAS ME,,"-25,090343","-50,1601408",0,0,0,0,0
5815,5814,7,40,04260828000130,1,NANGEO LTDA ME,,"-8,1721658","-34,9986835",0,0,0,0,0
5817,5816,3,148,02798501000190,1,JUCELINO RAIMUNDO DOS SANTOS ME,,"-23,6687442","-46,4613973",0,0,0,0,0
5819,5818,7,53,10331483000160,1,I M PRODUCOES CINEMATOGRAFICAS LTDA ME,,"-23,5527538","-46,6447348",0,0,0,0,0
5820,3976,3,40,11226804000120,1,ANDREIA NOGUEIRA MONTALVAO ME,,"-14,3052759","-43,7666272",0,0,0,0,0
5821,3469,7,50,23879513000110,1,CONSTRUTORA COLISEU LTDA,0 a 5,"-19,966233","-43,9543374",1,1,0,1,0
5823,5822,3,53,09558251000160,1,MAYRA DE OLIVEIRA MUGARTE SILVA ME,,"-22,2350883","-53,3317072",0,0,0,0,0
5825,5824,15,12,07780701000130,1,PAULO RICARDO DOS SANTOS CORREA ME,,"-30,0223538","-51,1895509",0,0,0,0,0
5827,5826,15,603,11339779000190,1,LOIVA R S DE SOUZA ME,,"-30,0625501","-51,2037452",0,0,0,0,0
5828,2210,7,148,10620689000100,1,MACIEL E SILVA CONSTRUCOES LTDA ME,0 a 5,"-24,0090417","-48,3481033",0,1,0,1,0
5829,216,75,12,10130261000180,1,ELEICAO 2008 COMITE FINANCEIRO MUNICIPAL UNICO PI PT,,"-7,0372711","-41,3770693",0,0,0,0,0
5831,5830,7,57,04948785000180,1,GLOBAL FREIGHT AGENCIAMENTO DE CARGA EPP LTDA,16 a 30,"-23,9332821","-46,3301583",3,17,0,6,11
5832,2434,3,53,15625707000160,1,JOAO SEBOLD ME,0 a 5,"-28,2833457","-49,1587358",0,2,0,2,0
5834,5833,56,57,97194070000160,1,ASSOCIACAO ESPORTIVA E CULTURAL UNIAO SAO JACOB,,"-29,5363839","-51,2507923",0,0,0,0,0
5836,5835,46,57,60746948578890,0,BANCO BRADESCO SA,,"-23,5722884","-46,6331119",0,0,0,0,0
5838,5837,3,32,11888115000180,1,PRISCILA DE SOUZA MEI,,"-22,5349315","-44,1239077",0,0,0,0,0
